,Date,AQI,Sample_Duration,Pollutant_Type
13191,2013-04-29,21,24-HR BLK AVG,88502
13192,2013-04-30,38,24-HR BLK AVG,88502
13193,2013-05-01,74,24-HR BLK AVG,88502
13194,2013-05-02,46,24-HR BLK AVG,88502
13195,2013-05-03,18,24-HR BLK AVG,88502
13196,2013-05-04,23,24-HR BLK AVG,88502
13197,2013-05-05,21,24-HR BLK AVG,88502
13198,2013-05-06,32,24-HR BLK AVG,88502
13199,2013-05-07,30,24-HR BLK AVG,88502
13200,2013-05-08,33,24-HR BLK AVG,88502
13201,2013-05-09,49,24-HR BLK AVG,88502
13202,2013-05-10,45,24-HR BLK AVG,88502
13203,2013-05-11,27,24-HR BLK AVG,88502
13204,2013-05-12,27,24-HR BLK AVG,88502
13205,2013-05-13,31,24-HR BLK AVG,88502
13206,2013-05-14,34,24-HR BLK AVG,88502
13207,2013-05-15,30,24-HR BLK AVG,88502
13208,2013-05-16,29,24-HR BLK AVG,88502
13209,2013-05-17,42,24-HR BLK AVG,88502
13210,2013-05-18,53,24-HR BLK AVG,88502
13211,2013-05-19,56,24-HR BLK AVG,88502
13212,2013-05-20,41,24-HR BLK AVG,88502
13213,2013-05-21,58,24-HR BLK AVG,88502
13214,2013-05-22,52,24-HR BLK AVG,88502
13215,2013-05-23,90,24-HR BLK AVG,88502
13216,2013-05-24,33,24-HR BLK AVG,88502
13217,2013-05-25,32,24-HR BLK AVG,88502
13218,2013-05-27,41,24-HR BLK AVG,88502
13219,2013-05-28,48,24-HR BLK AVG,88502
13220,2013-05-29,35,24-HR BLK AVG,88502
13221,2013-05-30,38,24-HR BLK AVG,88502
13222,2013-05-31,53,24-HR BLK AVG,88502
13223,2013-06-01,54,24-HR BLK AVG,88502
13224,2013-06-02,31,24-HR BLK AVG,88502
13225,2013-06-03,44,24-HR BLK AVG,88502
13226,2013-06-04,29,24-HR BLK AVG,88502
13227,2013-06-05,66,24-HR BLK AVG,88502
13228,2013-06-06,45,24-HR BLK AVG,88502
13229,2013-06-07,22,24-HR BLK AVG,88502
13230,2013-06-08,26,24-HR BLK AVG,88502
13231,2013-06-09,20,24-HR BLK AVG,88502
13232,2013-06-10,23,24-HR BLK AVG,88502
13233,2013-06-11,31,24-HR BLK AVG,88502
13234,2013-06-12,40,24-HR BLK AVG,88502
13235,2013-06-13,37,24-HR BLK AVG,88502
13236,2013-06-14,21,24-HR BLK AVG,88502
13237,2013-06-15,25,24-HR BLK AVG,88502
13238,2013-06-16,48,24-HR BLK AVG,88502
13239,2013-06-17,58,24-HR BLK AVG,88502
13240,2013-06-18,22,24-HR BLK AVG,88502
13241,2013-06-19,55,24-HR BLK AVG,88502
13242,2013-06-20,43,24-HR BLK AVG,88502
13243,2013-06-21,59,24-HR BLK AVG,88502
13244,2013-06-22,64,24-HR BLK AVG,88502
13245,2013-06-23,63,24-HR BLK AVG,88502
13246,2013-06-24,54,24-HR BLK AVG,88502
13247,2013-06-25,64,24-HR BLK AVG,88502
13248,2013-06-26,60,24-HR BLK AVG,88502
13249,2013-06-27,53,24-HR BLK AVG,88502
13250,2013-06-28,48,24-HR BLK AVG,88502
13251,2013-06-29,78,24-HR BLK AVG,88502
13252,2013-06-30,37,24-HR BLK AVG,88502
13253,2013-07-01,31,24-HR BLK AVG,88502
13254,2013-07-02,35,24-HR BLK AVG,88502
13255,2013-07-03,54,24-HR BLK AVG,88502
13256,2013-07-04,43,24-HR BLK AVG,88502
13257,2013-07-05,36,24-HR BLK AVG,88502
13258,2013-07-06,35,24-HR BLK AVG,88502
13259,2013-07-07,26,24-HR BLK AVG,88502
13260,2013-07-08,28,24-HR BLK AVG,88502
13261,2013-07-09,34,24-HR BLK AVG,88502
13262,2013-07-10,35,24-HR BLK AVG,88502
13263,2013-07-11,27,24-HR BLK AVG,88502
13264,2013-07-12,28,24-HR BLK AVG,88502
13265,2013-07-13,28,24-HR BLK AVG,88502
13266,2013-07-14,51,24-HR BLK AVG,88502
13267,2013-07-15,17,24-HR BLK AVG,88502
13268,2013-07-16,22,24-HR BLK AVG,88502
13269,2013-07-17,28,24-HR BLK AVG,88502
13270,2013-07-18,26,24-HR BLK AVG,88502
13271,2013-07-19,15,24-HR BLK AVG,88502
13272,2013-07-20,21,24-HR BLK AVG,88502
13273,2013-07-21,28,24-HR BLK AVG,88502
13274,2013-07-22,44,24-HR BLK AVG,88502
13275,2013-07-23,36,24-HR BLK AVG,88502
13276,2013-07-24,52,24-HR BLK AVG,88502
13277,2013-07-25,54,24-HR BLK AVG,88502
13278,2013-07-26,51,24-HR BLK AVG,88502
13279,2013-07-27,16,24-HR BLK AVG,88502
13280,2013-07-28,37,24-HR BLK AVG,88502
13281,2013-07-29,36,24-HR BLK AVG,88502
13282,2013-07-30,47,24-HR BLK AVG,88502
13283,2013-07-31,48,24-HR BLK AVG,88502
13284,2013-08-01,44,24-HR BLK AVG,88502
13285,2013-08-02,32,24-HR BLK AVG,88502
13286,2013-08-03,32,24-HR BLK AVG,88502
13287,2013-08-04,23,24-HR BLK AVG,88502
13288,2013-08-05,34,24-HR BLK AVG,88502
13289,2013-08-06,29,24-HR BLK AVG,88502
13290,2013-08-07,20,24-HR BLK AVG,88502
13291,2013-08-08,27,24-HR BLK AVG,88502
13292,2013-08-09,63,24-HR BLK AVG,88502
13293,2013-08-10,51,24-HR BLK AVG,88502
13294,2013-08-11,46,24-HR BLK AVG,88502
13295,2013-08-12,19,24-HR BLK AVG,88502
13296,2013-08-15,28,24-HR BLK AVG,88502
13297,2013-08-16,40,24-HR BLK AVG,88502
13298,2013-08-17,28,24-HR BLK AVG,88502
13299,2013-08-18,45,24-HR BLK AVG,88502
13300,2013-08-19,52,24-HR BLK AVG,88502
13301,2013-08-20,55,24-HR BLK AVG,88502
13302,2013-08-21,48,24-HR BLK AVG,88502
13303,2013-08-22,35,24-HR BLK AVG,88502
13304,2013-08-23,33,24-HR BLK AVG,88502
13305,2013-08-24,25,24-HR BLK AVG,88502
13306,2013-08-25,35,24-HR BLK AVG,88502
13307,2013-08-26,24,24-HR BLK AVG,88502
13308,2013-08-27,28,24-HR BLK AVG,88502
13309,2013-08-28,54,24-HR BLK AVG,88502
13310,2013-08-29,42,24-HR BLK AVG,88502
13311,2013-08-30,38,24-HR BLK AVG,88502
13312,2013-08-31,48,24-HR BLK AVG,88502
13313,2013-09-01,38,24-HR BLK AVG,88502
13314,2013-09-02,46,24-HR BLK AVG,88502
13315,2013-09-03,32,24-HR BLK AVG,88502
13316,2013-09-04,42,24-HR BLK AVG,88502
13317,2013-09-05,40,24-HR BLK AVG,88502
13318,2013-09-06,34,24-HR BLK AVG,88502
13319,2013-09-07,31,24-HR BLK AVG,88502
13320,2013-09-08,28,24-HR BLK AVG,88502
13321,2013-09-09,18,24-HR BLK AVG,88502
13322,2013-09-10,18,24-HR BLK AVG,88502
13323,2013-09-11,15,24-HR BLK AVG,88502
13324,2013-09-12,27,24-HR BLK AVG,88502
13325,2013-09-13,41,24-HR BLK AVG,88502
13326,2013-09-14,38,24-HR BLK AVG,88502
13327,2013-09-15,24,24-HR BLK AVG,88502
13328,2013-09-16,39,24-HR BLK AVG,88502
13329,2013-09-17,21,24-HR BLK AVG,88502
13330,2013-09-18,19,24-HR BLK AVG,88502
13331,2013-09-19,12,24-HR BLK AVG,88502
13332,2013-09-20,17,24-HR BLK AVG,88502
13333,2013-09-21,20,24-HR BLK AVG,88502
13334,2013-09-22,13,24-HR BLK AVG,88502
13335,2013-09-23,18,24-HR BLK AVG,88502
13336,2013-09-24,32,24-HR BLK AVG,88502
13337,2013-09-25,28,24-HR BLK AVG,88502
13338,2013-09-26,30,24-HR BLK AVG,88502
13339,2013-09-27,43,24-HR BLK AVG,88502
13340,2013-09-28,15,24-HR BLK AVG,88502
13341,2013-09-29,13,24-HR BLK AVG,88502
13342,2013-09-30,18,24-HR BLK AVG,88502
13343,2013-10-01,28,24-HR BLK AVG,88502
13344,2013-10-02,36,24-HR BLK AVG,88502
13345,2013-10-03,42,24-HR BLK AVG,88502
13346,2013-10-04,40,24-HR BLK AVG,88502
13347,2013-10-05,51,24-HR BLK AVG,88502
13348,2013-10-06,20,24-HR BLK AVG,88502
13349,2013-10-07,23,24-HR BLK AVG,88502
13350,2013-10-08,26,24-HR BLK AVG,88502
13351,2013-10-09,27,24-HR BLK AVG,88502
13352,2013-10-10,39,24-HR BLK AVG,88502
13353,2013-10-11,27,24-HR BLK AVG,88502
13354,2013-10-12,37,24-HR BLK AVG,88502
13355,2013-10-13,21,24-HR BLK AVG,88502
13356,2013-10-14,18,24-HR BLK AVG,88502
13357,2013-10-15,10,24-HR BLK AVG,88502
13358,2013-10-16,16,24-HR BLK AVG,88502
13359,2013-10-17,17,24-HR BLK AVG,88502
13360,2013-10-18,40,24-HR BLK AVG,88502
13361,2013-10-19,8,24-HR BLK AVG,88502
13362,2013-10-20,22,24-HR BLK AVG,88502
13363,2013-10-21,34,24-HR BLK AVG,88502
13364,2013-10-22,25,24-HR BLK AVG,88502
13365,2013-10-23,20,24-HR BLK AVG,88502
13366,2013-10-24,35,24-HR BLK AVG,88502
13367,2013-10-25,31,24-HR BLK AVG,88502
13368,2013-10-26,30,24-HR BLK AVG,88502
13369,2013-10-27,28,24-HR BLK AVG,88502
13370,2013-10-28,41,24-HR BLK AVG,88502
13371,2013-10-29,38,24-HR BLK AVG,88502
13372,2013-10-30,29,24-HR BLK AVG,88502
13373,2013-10-31,9,24-HR BLK AVG,88502
13374,2013-11-01,22,24-HR BLK AVG,88502
13375,2013-11-02,16,24-HR BLK AVG,88502
13376,2013-11-03,18,24-HR BLK AVG,88502
13377,2013-11-04,20,24-HR BLK AVG,88502
13378,2013-11-05,21,24-HR BLK AVG,88502
13379,2013-11-06,21,24-HR BLK AVG,88502
13380,2013-11-07,21,24-HR BLK AVG,88502
13381,2013-11-08,14,24-HR BLK AVG,88502
13382,2013-11-09,19,24-HR BLK AVG,88502
13383,2013-11-10,28,24-HR BLK AVG,88502
13384,2013-11-11,35,24-HR BLK AVG,88502
13385,2013-11-12,30,24-HR BLK AVG,88502
13386,2013-11-13,10,24-HR BLK AVG,88502
13387,2013-11-14,18,24-HR BLK AVG,88502
13388,2013-11-15,26,24-HR BLK AVG,88502
13389,2013-11-16,32,24-HR BLK AVG,88502
13390,2013-11-17,24,24-HR BLK AVG,88502
13391,2013-11-18,29,24-HR BLK AVG,88502
13392,2013-11-19,40,24-HR BLK AVG,88502
13393,2013-11-20,42,24-HR BLK AVG,88502
13394,2013-11-21,57,24-HR BLK AVG,88502
13395,2013-11-22,17,24-HR BLK AVG,88502
13396,2013-11-23,12,24-HR BLK AVG,88502
13397,2013-11-25,18,24-HR BLK AVG,88502
13398,2013-11-26,18,24-HR BLK AVG,88502
13399,2013-11-27,20,24-HR BLK AVG,88502
13400,2013-11-28,16,24-HR BLK AVG,88502
13401,2013-11-29,22,24-HR BLK AVG,88502
13402,2013-11-30,28,24-HR BLK AVG,88502
13403,2013-12-01,35,24-HR BLK AVG,88502
13404,2013-12-02,17,24-HR BLK AVG,88502
13405,2013-12-03,18,24-HR BLK AVG,88502
13406,2013-12-04,23,24-HR BLK AVG,88502
13407,2013-12-05,21,24-HR BLK AVG,88502
13408,2013-12-06,17,24-HR BLK AVG,88502
13409,2013-12-07,11,24-HR BLK AVG,88502
13410,2013-12-08,20,24-HR BLK AVG,88502
13411,2013-12-09,32,24-HR BLK AVG,88502
13412,2013-12-10,27,24-HR BLK AVG,88502
13413,2013-12-11,22,24-HR BLK AVG,88502
13414,2013-12-12,22,24-HR BLK AVG,88502
13415,2013-12-13,24,24-HR BLK AVG,88502
13416,2013-12-14,24,24-HR BLK AVG,88502
13417,2013-12-15,18,24-HR BLK AVG,88502
13418,2013-12-16,23,24-HR BLK AVG,88502
13419,2013-12-17,30,24-HR BLK AVG,88502
13420,2013-12-18,29,24-HR BLK AVG,88502
13421,2013-12-19,40,24-HR BLK AVG,88502
13422,2013-12-20,34,24-HR BLK AVG,88502
13423,2013-12-21,10,24-HR BLK AVG,88502
13424,2013-12-22,22,24-HR BLK AVG,88502
13425,2013-12-23,25,24-HR BLK AVG,88502
13426,2013-12-24,28,24-HR BLK AVG,88502
13427,2013-12-25,17,24-HR BLK AVG,88502
13428,2013-12-26,16,24-HR BLK AVG,88502
13429,2013-12-27,23,24-HR BLK AVG,88502
13430,2013-12-28,9,24-HR BLK AVG,88502
13431,2013-12-29,16,24-HR BLK AVG,88502
13432,2013-12-30,21,24-HR BLK AVG,88502
13433,2013-12-31,20,24-HR BLK AVG,88502
13434,2013-01-01,28,24-HR BLK AVG,88502
13435,2013-01-02,28,24-HR BLK AVG,88502
13436,2013-01-03,23,24-HR BLK AVG,88502
13437,2013-01-04,12,24-HR BLK AVG,88502
13438,2013-01-05,23,24-HR BLK AVG,88502
13439,2013-01-06,16,24-HR BLK AVG,88502
13440,2013-01-07,18,24-HR BLK AVG,88502
13441,2013-01-08,34,24-HR BLK AVG,88502
13442,2013-01-11,15,24-HR BLK AVG,88502
13443,2013-01-12,14,24-HR BLK AVG,88502
13444,2013-01-13,14,24-HR BLK AVG,88502
13445,2013-01-14,13,24-HR BLK AVG,88502
13446,2013-01-15,20,24-HR BLK AVG,88502
13447,2013-01-16,17,24-HR BLK AVG,88502
13448,2013-01-17,17,24-HR BLK AVG,88502
13449,2013-01-18,16,24-HR BLK AVG,88502
13450,2013-01-19,21,24-HR BLK AVG,88502
13451,2013-01-20,20,24-HR BLK AVG,88502
13452,2013-01-21,27,24-HR BLK AVG,88502
13453,2013-01-22,40,24-HR BLK AVG,88502
13454,2013-01-23,30,24-HR BLK AVG,88502
13455,2013-01-24,31,24-HR BLK AVG,88502
13456,2013-01-25,30,24-HR BLK AVG,88502
13457,2013-01-26,45,24-HR BLK AVG,88502
13458,2013-01-27,25,24-HR BLK AVG,88502
13459,2013-01-28,33,24-HR BLK AVG,88502
13460,2013-01-29,53,24-HR BLK AVG,88502
13461,2013-01-30,14,24-HR BLK AVG,88502
13462,2013-01-31,18,24-HR BLK AVG,88502
13463,2013-02-01,21,24-HR BLK AVG,88502
13464,2013-02-02,22,24-HR BLK AVG,88502
13465,2013-02-03,28,24-HR BLK AVG,88502
13466,2013-02-04,21,24-HR BLK AVG,88502
13467,2013-02-05,27,24-HR BLK AVG,88502
13468,2013-02-06,23,24-HR BLK AVG,88502
13469,2013-02-07,42,24-HR BLK AVG,88502
13470,2013-02-08,14,24-HR BLK AVG,88502
13471,2013-02-09,39,24-HR BLK AVG,88502
13472,2013-02-10,15,24-HR BLK AVG,88502
13473,2013-02-11,25,24-HR BLK AVG,88502
13474,2013-02-12,18,24-HR BLK AVG,88502
13475,2013-02-13,15,24-HR BLK AVG,88502
13476,2013-02-14,27,24-HR BLK AVG,88502
13477,2013-02-15,14,24-HR BLK AVG,88502
13478,2013-02-16,17,24-HR BLK AVG,88502
13479,2013-02-17,17,24-HR BLK AVG,88502
13480,2013-02-18,27,24-HR BLK AVG,88502
13481,2013-02-19,20,24-HR BLK AVG,88502
13482,2013-02-20,29,24-HR BLK AVG,88502
13483,2013-02-21,13,24-HR BLK AVG,88502
13484,2013-02-22,20,24-HR BLK AVG,88502
13485,2013-02-23,13,24-HR BLK AVG,88502
13486,2013-02-24,29,24-HR BLK AVG,88502
13487,2013-02-25,33,24-HR BLK AVG,88502
13488,2013-02-26,19,24-HR BLK AVG,88502
13489,2013-02-27,23,24-HR BLK AVG,88502
13490,2013-02-28,18,24-HR BLK AVG,88502
13491,2013-03-01,21,24-HR BLK AVG,88502
13492,2013-03-02,21,24-HR BLK AVG,88502
13493,2013-03-03,13,24-HR BLK AVG,88502
13494,2013-03-04,37,24-HR BLK AVG,88502
13495,2013-03-05,35,24-HR BLK AVG,88502
13496,2013-03-06,18,24-HR BLK AVG,88502
13497,2013-03-07,34,24-HR BLK AVG,88502
13498,2013-03-08,53,24-HR BLK AVG,88502
13499,2013-03-09,35,24-HR BLK AVG,88502
13500,2013-03-10,51,24-HR BLK AVG,88502
13501,2013-03-11,22,24-HR BLK AVG,88502
13502,2013-03-12,33,24-HR BLK AVG,88502
13503,2013-03-13,30,24-HR BLK AVG,88502
13504,2013-03-14,29,24-HR BLK AVG,88502
13505,2013-03-15,27,24-HR BLK AVG,88502
13506,2013-03-16,25,24-HR BLK AVG,88502
13507,2013-03-17,40,24-HR BLK AVG,88502
13508,2013-03-18,41,24-HR BLK AVG,88502
13509,2013-03-19,42,24-HR BLK AVG,88502
13510,2013-03-20,30,24-HR BLK AVG,88502
13511,2013-03-21,33,24-HR BLK AVG,88502
13512,2013-03-22,40,24-HR BLK AVG,88502
13513,2013-03-23,101,24-HR BLK AVG,88502
13514,2013-03-24,42,24-HR BLK AVG,88502
13515,2013-03-25,21,24-HR BLK AVG,88502
13516,2013-03-26,27,24-HR BLK AVG,88502
13517,2013-03-27,37,24-HR BLK AVG,88502
13518,2013-03-28,39,24-HR BLK AVG,88502
13519,2013-03-29,41,24-HR BLK AVG,88502
13520,2013-03-30,26,24-HR BLK AVG,88502
13521,2013-03-31,30,24-HR BLK AVG,88502
13522,2013-04-01,36,24-HR BLK AVG,88502
13523,2013-04-02,31,24-HR BLK AVG,88502
13524,2013-04-03,14,24-HR BLK AVG,88502
13525,2013-04-04,19,24-HR BLK AVG,88502
13526,2013-04-05,27,24-HR BLK AVG,88502
13527,2013-04-06,24,24-HR BLK AVG,88502
13528,2013-04-07,34,24-HR BLK AVG,88502
13529,2013-04-08,41,24-HR BLK AVG,88502
13530,2013-04-09,82,24-HR BLK AVG,88502
13531,2013-04-10,44,24-HR BLK AVG,88502
13532,2013-04-11,26,24-HR BLK AVG,88502
13533,2013-04-12,41,24-HR BLK AVG,88502
13534,2013-04-13,41,24-HR BLK AVG,88502
13535,2013-04-14,38,24-HR BLK AVG,88502
13536,2013-04-15,32,24-HR BLK AVG,88502
13537,2013-04-16,63,24-HR BLK AVG,88502
13538,2013-04-17,85,24-HR BLK AVG,88502
13539,2013-04-18,43,24-HR BLK AVG,88502
13540,2013-04-19,18,24-HR BLK AVG,88502
13541,2013-04-20,35,24-HR BLK AVG,88502
13542,2013-04-21,30,24-HR BLK AVG,88502
13543,2013-04-22,44,24-HR BLK AVG,88502
13544,2013-04-23,40,24-HR BLK AVG,88502
13545,2013-04-24,22,24-HR BLK AVG,88502
13546,2013-04-25,33,24-HR BLK AVG,88502
13547,2013-04-26,37,24-HR BLK AVG,88502
13548,2013-04-27,31,24-HR BLK AVG,88502
13549,2013-04-28,32,24-HR BLK AVG,88502
13550,2013-04-29,22,24-HR BLK AVG,88502
13551,2013-04-30,40,24-HR BLK AVG,88502
13552,2013-05-01,69,24-HR BLK AVG,88502
13553,2013-05-02,36,24-HR BLK AVG,88502
13554,2013-05-03,17,24-HR BLK AVG,88502
13555,2013-05-04,22,24-HR BLK AVG,88502
13556,2013-05-05,23,24-HR BLK AVG,88502
13557,2013-05-06,30,24-HR BLK AVG,88502
13558,2013-05-07,31,24-HR BLK AVG,88502
13559,2013-05-08,31,24-HR BLK AVG,88502
13560,2013-05-09,46,24-HR BLK AVG,88502
13561,2013-05-10,23,24-HR BLK AVG,88502
13562,2013-05-11,23,24-HR BLK AVG,88502
13563,2013-05-12,28,24-HR BLK AVG,88502
13564,2013-05-13,29,24-HR BLK AVG,88502
13565,2013-05-14,40,24-HR BLK AVG,88502
13566,2013-05-15,27,24-HR BLK AVG,88502
13567,2013-05-16,28,24-HR BLK AVG,88502
13568,2013-05-17,40,24-HR BLK AVG,88502
13569,2013-05-18,52,24-HR BLK AVG,88502
13570,2013-05-19,56,24-HR BLK AVG,88502
13571,2013-05-20,41,24-HR BLK AVG,88502
13572,2013-05-21,53,24-HR BLK AVG,88502
13573,2013-05-22,54,24-HR BLK AVG,88502
13574,2013-05-23,86,24-HR BLK AVG,88502
13575,2013-05-24,31,24-HR BLK AVG,88502
13576,2013-05-25,34,24-HR BLK AVG,88502
13577,2013-05-26,38,24-HR BLK AVG,88502
13578,2013-05-27,42,24-HR BLK AVG,88502
13579,2013-05-28,48,24-HR BLK AVG,88502
13580,2013-05-29,36,24-HR BLK AVG,88502
13581,2013-05-30,38,24-HR BLK AVG,88502
13582,2013-05-31,52,24-HR BLK AVG,88502
13583,2013-06-01,52,24-HR BLK AVG,88502
13584,2013-06-02,29,24-HR BLK AVG,88502
13585,2013-06-03,53,24-HR BLK AVG,88502
13586,2013-06-04,36,24-HR BLK AVG,88502
13587,2013-06-05,56,24-HR BLK AVG,88502
13588,2013-06-06,25,24-HR BLK AVG,88502
13589,2013-06-07,20,24-HR BLK AVG,88502
13590,2013-06-08,25,24-HR BLK AVG,88502
13591,2013-06-09,20,24-HR BLK AVG,88502
13592,2013-06-10,22,24-HR BLK AVG,88502
13593,2013-06-11,32,24-HR BLK AVG,88502
13594,2013-06-12,35,24-HR BLK AVG,88502
13595,2013-06-13,37,24-HR BLK AVG,88502
13596,2013-06-14,21,24-HR BLK AVG,88502
13597,2013-06-15,26,24-HR BLK AVG,88502
13598,2013-06-16,50,24-HR BLK AVG,88502
13599,2013-06-17,59,24-HR BLK AVG,88502
13600,2013-06-18,20,24-HR BLK AVG,88502
13601,2013-06-19,55,24-HR BLK AVG,88502
13602,2013-06-20,51,24-HR BLK AVG,88502
13603,2013-06-21,63,24-HR BLK AVG,88502
13604,2013-06-22,71,24-HR BLK AVG,88502
13605,2013-06-23,69,24-HR BLK AVG,88502
13606,2013-06-24,60,24-HR BLK AVG,88502
13607,2013-06-25,68,24-HR BLK AVG,88502
13608,2013-06-26,64,24-HR BLK AVG,88502
13609,2013-06-27,55,24-HR BLK AVG,88502
13610,2013-06-28,50,24-HR BLK AVG,88502
13611,2013-06-29,74,24-HR BLK AVG,88502
13612,2013-06-30,34,24-HR BLK AVG,88502
13613,2013-07-01,29,24-HR BLK AVG,88502
13614,2013-07-02,35,24-HR BLK AVG,88502
13615,2013-07-03,53,24-HR BLK AVG,88502
13616,2013-07-04,45,24-HR BLK AVG,88502
13617,2013-07-05,38,24-HR BLK AVG,88502
13618,2013-07-06,37,24-HR BLK AVG,88502
13619,2013-07-07,27,24-HR BLK AVG,88502
13620,2013-07-08,28,24-HR BLK AVG,88502
13621,2013-07-09,36,24-HR BLK AVG,88502
13622,2013-07-10,36,24-HR BLK AVG,88502
13623,2013-07-11,25,24-HR BLK AVG,88502
13624,2013-07-12,27,24-HR BLK AVG,88502
13625,2013-07-13,29,24-HR BLK AVG,88502
13626,2013-07-14,52,24-HR BLK AVG,88502
13627,2013-07-15,18,24-HR BLK AVG,88502
13628,2013-07-16,19,24-HR BLK AVG,88502
13629,2013-07-17,28,24-HR BLK AVG,88502
13630,2013-07-18,26,24-HR BLK AVG,88502
13631,2013-07-19,15,24-HR BLK AVG,88502
13632,2013-07-20,20,24-HR BLK AVG,88502
13633,2013-07-21,29,24-HR BLK AVG,88502
13634,2013-07-22,44,24-HR BLK AVG,88502
13635,2013-07-23,36,24-HR BLK AVG,88502
13636,2013-07-24,52,24-HR BLK AVG,88502
13637,2013-07-25,54,24-HR BLK AVG,88502
13638,2013-07-26,45,24-HR BLK AVG,88502
13639,2013-07-27,15,24-HR BLK AVG,88502
13640,2013-07-28,36,24-HR BLK AVG,88502
13641,2013-07-29,37,24-HR BLK AVG,88502
13642,2013-07-30,45,24-HR BLK AVG,88502
13643,2013-07-31,47,24-HR BLK AVG,88502
13644,2013-08-01,44,24-HR BLK AVG,88502
13645,2013-08-02,32,24-HR BLK AVG,88502
13646,2013-08-03,31,24-HR BLK AVG,88502
13647,2013-08-04,23,24-HR BLK AVG,88502
13648,2013-08-05,33,24-HR BLK AVG,88502
13649,2013-08-06,28,24-HR BLK AVG,88502
13650,2013-08-07,19,24-HR BLK AVG,88502
13651,2013-08-08,25,24-HR BLK AVG,88502
13652,2013-08-09,59,24-HR BLK AVG,88502
13653,2013-08-10,51,24-HR BLK AVG,88502
13654,2013-08-11,47,24-HR BLK AVG,88502
13655,2013-08-12,18,24-HR BLK AVG,88502
13656,2013-08-13,36,24-HR BLK AVG,88502
13657,2013-08-14,23,24-HR BLK AVG,88502
13658,2013-08-15,24,24-HR BLK AVG,88502
13659,2013-08-16,33,24-HR BLK AVG,88502
13660,2013-08-17,28,24-HR BLK AVG,88502
13661,2013-08-18,45,24-HR BLK AVG,88502
13662,2013-08-19,52,24-HR BLK AVG,88502
13663,2013-08-20,55,24-HR BLK AVG,88502
13664,2013-08-21,39,24-HR BLK AVG,88502
13665,2013-08-22,35,24-HR BLK AVG,88502
13666,2013-08-23,33,24-HR BLK AVG,88502
13667,2013-08-24,26,24-HR BLK AVG,88502
13668,2013-08-25,36,24-HR BLK AVG,88502
13669,2013-08-26,19,24-HR BLK AVG,88502
13670,2013-08-27,27,24-HR BLK AVG,88502
13671,2013-08-28,55,24-HR BLK AVG,88502
13672,2013-08-29,42,24-HR BLK AVG,88502
13673,2013-08-30,38,24-HR BLK AVG,88502
13674,2013-08-31,48,24-HR BLK AVG,88502
13675,2013-09-01,39,24-HR BLK AVG,88502
13676,2013-09-02,46,24-HR BLK AVG,88502
13677,2013-09-03,25,24-HR BLK AVG,88502
13678,2013-09-04,33,24-HR BLK AVG,88502
13679,2013-09-05,36,24-HR BLK AVG,88502
13680,2013-09-06,31,24-HR BLK AVG,88502
13681,2013-09-07,29,24-HR BLK AVG,88502
13682,2013-09-08,28,24-HR BLK AVG,88502
13683,2013-09-09,19,24-HR BLK AVG,88502
13684,2013-09-10,16,24-HR BLK AVG,88502
13685,2013-09-11,15,24-HR BLK AVG,88502
13686,2013-09-12,21,24-HR BLK AVG,88502
13687,2013-09-13,38,24-HR BLK AVG,88502
13688,2013-09-14,38,24-HR BLK AVG,88502
13689,2013-09-15,25,24-HR BLK AVG,88502
13690,2013-09-16,38,24-HR BLK AVG,88502
13691,2013-09-17,19,24-HR BLK AVG,88502
13692,2013-09-18,19,24-HR BLK AVG,88502
13693,2013-09-19,11,24-HR BLK AVG,88502
13694,2013-09-20,15,24-HR BLK AVG,88502
13695,2013-09-21,18,24-HR BLK AVG,88502
13696,2013-09-22,13,24-HR BLK AVG,88502
13697,2013-09-23,18,24-HR BLK AVG,88502
13698,2013-09-24,28,24-HR BLK AVG,88502
13699,2013-09-25,30,24-HR BLK AVG,88502
13700,2013-09-26,30,24-HR BLK AVG,88502
13701,2013-09-27,48,24-HR BLK AVG,88502
13702,2013-09-28,15,24-HR BLK AVG,88502
13703,2013-09-29,16,24-HR BLK AVG,88502
13704,2013-09-30,18,24-HR BLK AVG,88502
13705,2013-10-01,29,24-HR BLK AVG,88502
13706,2013-10-02,35,24-HR BLK AVG,88502
13707,2013-10-03,44,24-HR BLK AVG,88502
13708,2013-10-04,41,24-HR BLK AVG,88502
13709,2013-10-05,30,24-HR BLK AVG,88502
13710,2013-10-06,26,24-HR BLK AVG,88502
13711,2013-10-07,24,24-HR BLK AVG,88502
13712,2013-10-08,30,24-HR BLK AVG,88502
13713,2013-10-09,32,24-HR BLK AVG,88502
13714,2013-10-10,52,24-HR BLK AVG,88502
13715,2013-10-11,29,24-HR BLK AVG,88502
13716,2013-10-12,37,24-HR BLK AVG,88502
13717,2013-10-13,23,24-HR BLK AVG,88502
13718,2013-10-14,18,24-HR BLK AVG,88502
13719,2013-10-15,10,24-HR BLK AVG,88502
13720,2013-10-16,12,24-HR BLK AVG,88502
13721,2013-10-17,15,24-HR BLK AVG,88502
13722,2013-10-18,34,24-HR BLK AVG,88502
13723,2013-10-19,8,24-HR BLK AVG,88502
13724,2013-10-20,23,24-HR BLK AVG,88502
13725,2013-10-21,25,24-HR BLK AVG,88502
13726,2013-10-22,24,24-HR BLK AVG,88502
13727,2013-10-23,20,24-HR BLK AVG,88502
